place_id,business_name,phone,city,type_label,slug,motivo,fecha_rechazo
ChIJXQjWmqKKQQ0RthHXuP11HfE,Shuang Zhi,+34 916 42 34 80,Parla,Floristeria,shuang-zhi-parla,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJK3tmWiaLQQ0Rc67k_Wf9gLE,Siempre bella Nails & beauty,+34 687 16 16 33,Fuenlabrada,Unas,siempre-bella-nails-beauty-fuenlabrada,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJpW-rm7YhQg0RKvC4OfRaeds,Soy Dentaria,+34 916 81 02 32,Getafe,Dental,soy-dentaria-getafe,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJMyqt2smOQQ0Rsat9ZIjSYek,Susanna Uñas,+34 698 22 96 75,Alcorcon,Unas,susanna-unas-alcorcon,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
,Talleres Auto-Ema,+34 635 60 80 42,Parla,Taller,talleres-auto-ema-parla,manual,2026-09-25T15:31:25.057229Z
ChIJlbnFmguNQQ0Rw8b4LwnBPQ4,The Barber Style,+34 643 68 65 77,Mostoles,Peluqueria,the-barber-style-mostoles,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJbUeiI_iPQQ0RXMz_FUJoho4,THE MAGIC BARBER,+34 642 18 02 74,Alcorcon,Peluqueria,the-magic-barber-alcorcon,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJ57B7KMuPQQ0RHL4sBgVcdUY,The Nail Tech,+34 676 61 93 26,Alcorcon,Unas,the-nail-tech-alcorcon,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJwwq6p6whQg0RvRewfSvJnb8,Träume_ Luxury 24h | Regalos Personalizados y Camisetas Express Getafe,+34 642 81 59 66,Getafe,Floristeria,traume-luxury-24h-regalos-personalizados-y-camisetas-express-getafe-getafe,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJ75L6kKSLQQ0RfxCI5yvkXR8,Tu Floristería en Casa,+34 657 05 41 21,Fuenlabrada,Floristeria,tu-floristeria-en-casa-fuenlabrada,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJpR6AW8IgQg0RiGbBDdBYRoA,Tu Floristería en Casa,+34 657 05 41 21,Getafe,Floristeria,tu-floristeria-en-casa-getafe,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJpR6AW8IgQg0RiGbBDdBYRoA,Tu Floristería en Casa,+34 657 05 41 21,Leganes,Floristeria,tu-floristeria-en-casa-leganes,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJpR6AW8IgQg0RiGbBDdBYRoA,Tu Floristería en Casa,+34 657 05 41 21,Parla,Floristeria,tu-floristeria-en-casa-parla,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJmVdeMHOJQQ0R8bRuJ83O2Zw,Uña estetica,+34 688 07 74 56,Leganes,Unas,una-estetica-leganes,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJmzdJ6RKPQQ0RecI2AvIYSOg,Valentina Mejia nails arts,+34 667 57 76 16,Alcorcon,Unas,valentina-mejia-nails-arts-alcorcon,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJ02UcyDiLQQ0R42H714CGN0w,Verdecasa 2023,+34 626 51 12 92,Parla,Floristeria,verdecasa-2023-parla,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJFXzO3FEnQg0RajnFk5C7Jaw,Verdecora Parquesur,+34 914 81 59 14,Leganes,Floristeria,verdecora-parquesur-leganes,auto_15_dias_sin_respuesta,2026-09-20T00:00:41.109Z
ChIJrVBKgL4gQg0Rg8LwXrZRQQU,Victoria Belleza y Estética,+34 623 14 86 39,Getafe,Peluqueria,victoria-belleza-y-estetica-getafe,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJNTMYkoYhQg0RP9LoStoJwG8,vivantadental,+34 916 01 76 41,Getafe,Dental,vivantadental-getafe,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJPTmvwDaPQQ0RZiHidebanV0,VYJ peluqueros,+34 640 29 27 07,Alcorcon,Peluqueria,vyj-peluqueros-alcorcon,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJqYaacluPQQ0R7euk42_oAuk,Wolf Barbiere,+34 624 45 71 82,Alcorcon,Peluqueria,wolf-barbiere-alcorcon,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJlyKSlYyPQQ0Rcv_L41sXLD0,X-barber,+34 917 50 68 83,Alcorcon,Peluqueria,x-barber-alcorcon,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJyd4V2L0gQg0RoOQa1hWxzOs,YII BAR VIP,+34 674 77 50 94,Getafe,Bar,yii-bar-vip-getafe,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
